_id,business_id,date,code,description
472,09FOOD-0079,20150324,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Damp wiping clothes on the food prep areas. Please ensure these are stored on the sanitizer between uses
473,09FOOD-0079,20150324,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The blade of the tin cutter is unclean 2. The holsters of the speed guns at the bar have some residue/build-up. Please clean and sanitize
474,09FOOD-0079,20150324,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Dusty vents in the women's and employee toilet room. Please clean
475,09FOOD-0079,20150324,(38) LIGHTING: Provided as required; fixtures shielded.,Burnt out lights in the kitchen in most fixtures and in the dry storage area. Replace bulbs
502,09FOOD-0085,20140117,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Dusty fan shields in the walk-in cooler. Clean shields and sanitize.
476,09FOOD-0083,20140423,(4) FOOD PROTECTION: Facilities to maintain product temperature.,"CRITICAL VIOLATION. Back cooler again temped at 60 degrees. Food temped at average 56F. Food was discarded (eggs, cole slaw, ranch dressing, sauces, cut veggies). Discontinue use of cooler. If observed in use and out of temperature one more time a ticket will be issued"
477,09FOOD-0083,20140423,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Observed cheese stored over butter. Please do not store food on top of other foods.  Also observed eggs stored in back cooler on top shelf. Store on bottom.
478,09FOOD-0083,20140423,"(12) PERSONNEL: Hands washed; clean, good hygienic practices.",CRITICAL VIOLATION.No hand soap observed at hand sink. Unable to determine if hands were washed before food prep or cooking. Provide hand soap and always wash hands thoroughly before meal prep and cook.
479,09FOOD-0083,20140423,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths are soiled. And not stored in sanitary solution Replace with clean cloths and soak in sanitizer.
480,09FOOD-0083,20140423,"(29) PLUMBING: Installed, maintained",3 comp sink faucet leaking at handle. Please repair.
481,09FOOD-0083,20140423,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Observed no soap at hand sink. Provide soap
482,09FOOD-0083,20140821,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION.
483,09FOOD-0083,20140821,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION.
484,09FOOD-0083,20140821,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",
485,09FOOD-0083,20140821,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / Iodine
486,09FOOD-0083,20150325,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",1.please store eggs on bottom shelf of reach in cooler. 2. Observed foods such as sausage and ham uncovered in cooler. Please cover foods when stored to protect from contamination
487,09FOOD-0083,20150325,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Observed ice scoop in basement at ice machine improperly stored. Please store directly in ice with handle out or in clean container.
488,09FOOD-0083,20150325,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloths on cutting boards and counters. Please store wiping cloths in sanitizer solution when not in use.
489,09FOOD-0083,20150325,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.Please renew certification.
490,09FOOD-0084,20140428,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.","Observed microwave in rear kitchen with ""screw"" as handle and soiled and door not aligned. Microwave may be on last leg. Surfaces possibly not cleanable...look into replacement."
491,09FOOD-0084,20140428,"(29) PLUMBING: Installed, maintained",Hand sink cracked and repaired with tape. Replace the sink. Surface is unsanitary and unsafe.
492,09FOOD-0084,20140428,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Observed deteriorated wall behind 3comp sink. Please replace or re seal to prevent flaking.
493,09FOOD-0084,20140428,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.Re-apply for certification. Expired on 1/17/12.
494,09FOOD-0084,20140827,"(31) TOILET AND HAND WASHING FACILITIES: Number, convenient, accessible, designed, installed.",CRITICAL VIOLATION.Handsink now broken. Please replace hand sink immediately. Use alternate handsink in mean time.
495,09FOOD-0084,20140827,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Reattach self closing device to employee restroom. The door must be able to self close in order to avoid risk of contaminating hands from door knob after washing hands after exiting bathroom
496,09FOOD-0084,20140827,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Observed rear door screen torn. Please repair screen so as not to attract flies into the establishment.
497,09FOOD-0084,20150204,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Repair or replace rear kitchen microwave with broken handle.
498,09FOOD-0084,20150204,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Observed peeling paint behind three compartment sink. Scrape and paint. Provide a cleanable surface.
499,09FOOD-0084,20150526,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Please paint the peeling wall behind the 3 comp sink.
500,09FOOD-0085,20140117,(2) FOOD: Original Container; properly labeled.,Unlabeled bulk foods. Label containers with the contents.
501,09FOOD-0085,20140117,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.","Ice formation in the walk-in freezer (no food contact). Please contact technician for repairs. 2. Rusty lower shelves at the work tables. Repaint or provide a smooth, easily cleanable and non-absorbent surfaces."
3185,14FOOD-0035,20150522,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.Display FSSMC CERT.
504,09FOOD-0085,20140117,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Unclean floors in the equipment/dry storage room. Clean floors and sanitize.
505,09FOOD-0085,20140527,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Unlabeled cooked chili in the walk-in coolers. Please label cooked/prepared potentially hazardous foods with the time/date prepared or cooked.
506,09FOOD-0085,20140527,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Unclean racks in the walk-in cooler. Please clean and sanitize.
507,09FOOD-0085,20140527,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Leak in the freezer. Ice formation in the unit. Contact Technician for repairs.
508,09FOOD-0085,20140527,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Vent above the front service area is greasy/unclean. Please clean thoroughly and sanitize.
509,09FOOD-0085,20140527,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. Front door of the food establishment is left open. Please close or provide a fly control mechanism that will disallow entry of insects into the facility.
510,09FOOD-0085,20140527,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Cove molding in the toilet room is detached from the wall. Please re-attach.
511,09FOOD-0085,20141002,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Unlabeled cooked chili in the walk-in cooler. Label all prepared/cooked potentially hazardous foods with the time/date cooked/prepared.
512,09FOOD-0085,20141002,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Boxes of cut potatoes stored on the floor of the walk-in freezer. Lift off the floor at least 6inches
513,09FOOD-0085,20141002,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Unclean microwave. Clean and sanitize the interior of the microwave
514,09FOOD-0085,20141002,"(29) PLUMBING: Installed, maintained",The condensate pipe from the walk-in cooler is not long enough to drain into the adjacent floor drain. Provide a pipe long enough to discharge directly into the floor drain
515,09FOOD-0085,20150203,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Ice accumulated on bag cut fries. Store away from the ice accumulation until a Technician repairs the problem.
1052,09FOOD-0208,20150129,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Handle of scoops stored on ice at the bar. Store handles in an upward position
516,09FOOD-0085,20150203,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Rusty shelves including the lower shelves of the prep table. Repaint with an easily cleanable and smooth material or place an easily cleanable material.
517,09FOOD-0085,20150203,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Ice formation in the walk-in freezer. Please contact Technician for repairs.  2. The base of the 3door unit is in disrepair. Please contact Technician for repairs
518,09FOOD-0085,20150203,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Damp wiping clothes on the food counters. Store in sanitizer between uses
519,09FOOD-0085,20150203,(39) VENTILATION: Rooms and equipment; vented as required.,Smoker not situated under the hood. Place under the hood when in use.
520,09FOOD-0085,20150203,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Old fryer stored in the toilet room. Remove all unused equipment from the facility
521,09FOOD-0085,20150526,(6) FOOD PROTECTION: Potentially hazardous food properly thawed.,"Fish is improperly thawed. Thaw in the refrigerator, under running water at 70F or less or microwave followed by cooking."
522,09FOOD-0085,20150526,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Overstocking of tartar sauce at the prep cold unit. Store items within the storage limits.
523,09FOOD-0085,20150526,"(12) PERSONNEL: Hands washed; clean, good hygienic practices.",CRITICAL VIOLATION. Employee observed washing hands in the 3compartment sink. All employees shall wash hands at the hand sink
524,09FOOD-0085,20150526,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Ice formation in the walk-in freezer (no direct food contact) Please contact Technician and repair
525,09FOOD-0085,20150526,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The fan shields in the walk-in cooler are dusty. Please clean and sanitize
526,09FOOD-0085,20150526,"(29) PLUMBING: Installed, maintained",The condensate pipe from the walk-in cooler is not long enough to direct the condensate to the floor drain. Please correct by extending the length of the pipe
527,09FOOD-0085,20150526,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",No paper towels at the hand sink located in the toilet room. Provide
528,09FOOD-0085,20150526,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. The entrance door is open. Please close door or provide a screen to debar insects/rodents from entering the facility.
529,09FOOD-0087,20140430,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Change sanitizer buckets every 4 hours to ensure concentration of Cl is 50-100ppm.
530,09FOOD-0087,20140430,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Clean surfaces of kitchen throughout food prep area.
531,09FOOD-0087,20140430,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Repair wall surface under front handwash sink.
532,09FOOD-0087,20141014,(2) FOOD: Original Container; properly labeled.,Bulk food container with an orange lid in the basement is not labeled. Any food product out of its original container must be labeled.
533,09FOOD-0087,20141014,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Cooked sausage is sitting out at room temperature at 79 F. The food has been discarded.
534,09FOOD-0087,20141014,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.","Foil is lining various shelves throughout the facility. Foil is not an approved surface. Remove the foil and provide an absorbent, durable and easily cleanable surface."
535,09FOOD-0087,20141014,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. The sanitizer container for the 3-compartment sink is empty. Exchange the empty container for a full one. The bleach concentration in the wipe bucket exceeds the allowable range of 50-100 ppm.
536,09FOOD-0087,20141014,(38) LIGHTING: Provided as required; fixtures shielded.,A CFL bulb above the dry storage shelving in the basement is not shielded. Provide a cover to prevent potential contamination.
537,09FOOD-0087,20141014,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Lysol is being stored hung above a prep table in the basement. Store all chemicals away from food and food prep areas.
538,09FOOD-0087,20150217,(1) FOOD:  Source: wholesome; no spoilage,CRITICAL VIOLATION. A bag of moldy bacon was being stored in the downstairs walk in cooler. The bacon was discarded.
539,09FOOD-0087,20150217,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw shell eggs are being stored above ready to eat foods in the walk in cooler and the lower reach in cooler along the cook line.
540,09FOOD-0087,20150217,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The shelving next to and under the cash register is soiled. The shelving under the grill top is soiled. Routinely clean all areas to avoid attracting and harboring pests.
541,09FOOD-0087,20150217,(38) LIGHTING: Provided as required; fixtures shielded.,CFL bulbs in the basement prep rooms are not shielded. Provide a shield or shatterproof bulbs to prevent potential contamination if the bulbs break.
3812,10FOOD-0017,20150914,(2) FOOD: Original Container; properly labeled.,Unlabeled container of flour. Label the container with its contents.
542,09FOOD-0087,20150217,(40) DRESSING ROOMS: Rooms/facilities clean; lockers provided.,Employee belongings are being stored on the dry storage shelving. Provide a designated area for the employees to place their belongings.
543,09FOOD-0087,20150217,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. An individual with a Food Service Sanitation Manager Certification is not present. There must be someone with the FSSMC present while potentially hazardous food is being handled.
544,09FOOD-0087,20150513,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation","CRITICAL VIOLATION. American cheese, creamer, and tomato juice are holding at a temperature above 50 F. Since the product has been in the cooler longer than 4 hours it has been discarded."
545,09FOOD-0087,20150513,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. The cooler next to the small ice machine upstairs has an internal temperature of 57. Potentially hazardous food that has been in the cooler longer than 4 hours have been discarded. Do not store PHF in the cooler until it has been serviced and can maintain product at an internal temperature of 41F or lower.
546,09FOOD-0087,20150513,"(34) GARBAGE AND REFUSE DISPOSAL: Outside storage area, enclosures; properly constructed, clean; controlled incineration.",The area surrounding the outside dumpster is unsanitary. Keep this area clean and the garbage lid closed to inhibit attracting pests.
547,09FOOD-0087,20150513,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor in the back dining area is in disrepair in two areas. Repair the floor to be smooth and easily cleanable.
548,09FOOD-0087,20150513,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Medicine is being stored among food utensils along the cook line. Sanitizer tablets are being stored above food on the shelves in the basement prep room. Store all chemicals and medicines in a designated area away from food and utensils.
549,09FOOD-0087,20150513,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. A FSSMC is not present while potentially hazardous food is being prepared. Someone with a valid FSSMC must be present when potentially hazardous food is being handled. The manager on duty said that he will register for the class.
550,09FOOD-0089,20140512,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Cutting board on prep cooler is stained. Replace.
551,09FOOD-0089,20140512,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Floor is soiled in back room. Clean.
552,09FOOD-0089,20140512,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Hang mop with head in the air in order to allow it to fully dry.
601,09FOOD-0092,20141110,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",No test strips to check the concentration of both the chlorine and QUAT sanitizers. Please provide
553,09FOOD-0089,20141017,(9) CROSS CONTAMINATION: Handling of food (ice) minimized; methods.,A styrofoam cup is being used as a scoop for bulk product. Provide a scoop with a designated handle to avoid potential contamination from soiled hands.
554,09FOOD-0089,20141017,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The shelving above the prep table has a layer of dust. Clean the shelf to avoid potential contamination.
555,09FOOD-0089,20141017,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the coolers under the front counter are soiled. Clean the floor.
556,09FOOD-0089,20141017,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. The concentration of the bleach spray bottle exceeds the allowable range of 50-100 ppm. Chemical spray bottles are being stored hung on the dry storage shelving. Store all chemicals in a designated area away from food and food utensils.
557,09FOOD-0089,20141017,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. Manager could not find the certificates. Have all certificates on file in the establishment.
558,09FOOD-0089,20150330,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Duct tape is currently holding the handles in place on the cooler under the front counter. Duct tape is not an approved surface. Remove the duct tape.
559,09FOOD-0089,20150330,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.","The floor under the ice machine, behind the upright shelving by the rear exit, and under the small cooler near the front counter is soiled. Routinely clean all floors. Periodically pull all equipment out and clean behind."
560,09FOOD-0089,20150330,(38) LIGHTING: Provided as required; fixtures shielded.,The lights in the back storage area are tot shielded. Provide a shield or shatter proof bulb to prevent potential contamination if the bulbs break.
561,09FOOD-0089,20150330,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",The back storage room needs to be organized. Remove any items not needed for operation. Desperate all food and non food items.
562,09FOOD-0089,20150330,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. There is no FSSMC present at the facility. Provide proof of course completion. Visit our website to enroll in a course. http://www.cityofevanston.org/health/food-service-manager-certification/
563,09FOOD-0090,20140430,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",Wiping cloth sanitizer had a high concentration of chlorine at over 200ppm. Please utilize chlorine test kit to make sure sanitation
577,09FOOD-0092,20140331,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Bottom of potato container stored on top of exposed cooked cut potatoes. Please cover food during storage to prevent any contamination.
564,09FOOD-0090,20140430,(30) PLUMBING: Cross-connection; back siphonage; back flow.,"CRITICAL VIOLATION.Please cut back waste pipe beneath 3 comp sink, prep sink and dishwasher to allow a 1 inch air gap to prevent back flow.  Contact me when complete for quick reins predation."
565,09FOOD-0090,20150428,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.Renew certified food manager certificate.
566,09FOOD-0091,20140423,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Front end sushi station hand sink is covered/repaired with duct tape. Remove duct tape and repair or replace with approved food safe easily cleanable material.
567,09FOOD-0091,20140423,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",No wiping cloths observed in sanitizing solution. Store all wiping cloths in sanitizing solution when not in use.
568,09FOOD-0091,20140423,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Observed base/floor of reach in freezer of kitchen soiled with food scrap. Please clean freezer floor.
569,09FOOD-0091,20140812,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",1.Observed rusted racks in refrigerators and reach in coolers. Start replacing rusted racks/shelves so as not to cause contamination. Flaked off pieces of paint/rust may fall into food. 2. Observed clams and shrimp improperly stored. Please store under ice to keep cooled.
570,09FOOD-0091,20140812,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Observed ice scoop improperly stored. Store ice scoop in clean container or in ice with handle outward.
571,09FOOD-0091,20140812,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Observed some food containers such as plastic baskets used to store food items. Please use food grade containers to store food.
572,09FOOD-0091,20140812,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Observed some food containers such as plastic baskets used to store food items. Please use food grade containers to store food.
573,09FOOD-0091,20140812,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping not in sanitizing solution. Please store wiping clothes in sanitizer when not in use.
574,09FOOD-0091,20140812,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Observed clean dishes stored improperly. Please store clean dishes up side down/inverted to prevent dust accumulation on food contact surface.
575,09FOOD-0091,20150320,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Please use food grade containers to store food.
576,09FOOD-0091,20150320,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Continue replacement do rusted racks in food coolers.
578,09FOOD-0092,20140331,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,"Handle of scoop stored in ice at the waiters room. Extend handle away from ice. 2. Scoops without handles in the flour, walnut etc. Please provide scoops with handles to minimize/prevent direct hand contact with the food"
579,09FOOD-0092,20140331,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",The door handle of the walk-in cooler upstairs is faulty. Please repair.
580,09FOOD-0092,20140331,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.","Cups/containers used for the chicken pies are unclean and stored as clean. Please scrub these cups well, wash, rinse and sanitize before using them."
581,09FOOD-0092,20140331,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The underside of the shelf along the cook line is unclean. Please clean and sanitize. 2. All racks in the walk-in coolers have food residue stuck to them. Please clean and sanitize racks. 3. Unclean gasket at the cold unit closet to the dish machine. Please clean and sanitize.
582,09FOOD-0092,20140331,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Knife for food prep is stored between equipment. Please store in a knife rack or store clean and dry
583,09FOOD-0092,20140331,"(29) PLUMBING: Installed, maintained",The condensate drain from the walk-in cooler upstairs directed into one section of the prep sink. Please re-direct the pipe to go to plumbing with an air gap. Do not use the section of the sink where the condensate is draining into.
584,09FOOD-0092,20140331,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Unclean floors with debris under the racks in the dry storage room. Please clean floors.
585,09FOOD-0092,20140331,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Missing rubber base on the walls of the dry storage area and under the 3compartment prep sink. Please replace. 2. Splatter on the walls of the bakery. Please clean and sanitize.
586,09FOOD-0092,20140331,(38) LIGHTING: Provided as required; fixtures shielded.,No light shield at the fixture in the bakery. Please provide a light shield for the fixture.
587,09FOOD-0092,20140715,(2) FOOD: Original Container; properly labeled.,No labels on the white containers in the kitchen indicating the contents e.g flour. Please label containers with the contents.
588,09FOOD-0092,20140715,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Broken thermometer at the 2door freezer in the basement. Repair or provide a thermometer inside the freezer located at the warmest section of the unit.
589,09FOOD-0092,20140715,(13) PERSONNEL: Clean clothes; hair restraints.,Unclean/soiled apron on cook. Please ensure that aprons are kept clean.
600,09FOOD-0092,20141110,(5) FOOD PROTECTION: Thermometers provided and conspicuous,No thermometer at the front bar cold unit. Provide at least one at the warmest section of the unit.
590,09FOOD-0092,20140715,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Rusty/ residue on the scoops hung by the hand sink. Please remove and provide scoops without rust and those that are smooth and easily cleanable. 2. The holster for the speed gun at the bar has slime build-up. Please clean and sanitize
591,09FOOD-0092,20140715,"(16) FOOD EQUIPMENT AND UTENSILS: Dishwashing facilities: designed, constructed, maintained, installed, located.",Lime build-up in the dish machine. Please clean thoroughly and sanitize the interior of the machine
592,09FOOD-0092,20140715,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia @0F. No sanitizer in the 3compartment sink at the bar. Ensure that sanitizers are replenished at the sinks at 200ppm for Quat sanitizers. 2. Wiping clothes are not stored in the sanitizer. Please store clothes in the sanitizer between uses.
593,09FOOD-0092,20140715,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The lower shelf of the stand holding the grills are stained and unclean. Please clean and sanitize. 2. The top shelf at the cook line including the railings to the ceiling are dusty. Please clean and sanitize. 3. Unclean shelves in the walk-in cooler in the basement especially where the apple ciders are stored. Please clean and sanitize.
594,09FOOD-0092,20140715,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Forks and knives not covered at the dinning tables. Please cover against contamination.
595,09FOOD-0092,20140715,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",Boxes of single service items such as towels stored on the floors of the corridor. Please lift items and store on racks against contamination.
596,09FOOD-0092,20140715,"(29) PLUMBING: Installed, maintained",Leak at the prep sink in the kitchen. 2. No air gap at the prep sink and the condensate drain from the walk-in cooler. 3. No air gap at the 3compartment sink in the basement. Please contact Plumber for repairs.
597,09FOOD-0092,20140715,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",No self closing doors at the toilet rooms for the patrons. Please install self closing devices at the doors. 2. No paper towels at the hand sinks at the bar and in the basement. Please provide
598,09FOOD-0092,20140715,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.","Paint chipping in the walk-in cooler in the basement. Please re-paint or laminate with a smooth, non-absorbent and easily cleanable floor finish."
599,09FOOD-0092,20140715,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall in the milk walk-in cooler room is  in disrepair. 2. The wall at the 3compartment sink in the basement is in disrepair. Please provide a light colored wall that is easily cleanable in these areas.
